data,category
 United States military casualties of war since 1775 have totaled over two million.,terrorism
" Of the 60 million European military personnel who were mobilized in World War I, 8 million were killed, 7 million were permanently disabled, and 15 million were seriously injured.",terrorism
"During Napoleon's retreat from Moscow, more French military personnel died of typhus than were killed by the Russians.",terrorism
" Of the 450,000 soldiers who crossed the Neman on 25 June 1812, less than 40,000 returned.",terrorism
 More military personnel were killed from 1500 to 1914 by typhus than from military action.,terrorism
" In addition, if it were not for modern medical advances there would be thousands more dead from disease and infection.",terrorism
" For instance, during the Seven Years' War, the Royal Navy reported it conscripted 184,899 sailors, of whom 133,708 (72%) died of disease or were 'missing'.",terrorism
"It is estimated that between 1985 and 1994, 378,000 people per year died due to war.",terrorism
"Most wars have resulted in significant loss of life, along with destruction of infrastructure and resources (which may lead to famine, disease, and death in the civilian population).",terrorism
" During the Thirty Years' War in Europe, the population of the Holy Roman Empire was reduced by 15 to 40 percent.",terrorism
" Civilians in war zones may also be subject to war atrocities such as genocide, while survivors may suffer the psychological aftereffects of witnessing the destruction of war.",terrorism
 War also results in lower quality of life and worse health outcomes.,terrorism
" A medium-sized conflict with about 2,500 battle deaths reduces civilian life expectancy by one year and increases infant mortality by 10% and malnutrition by 3.",terrorism
"Most estimates of World War II casualties indicate around 60 million people died, 40 million of whom were civilians.",terrorism
" Since a high proportion of those killed were young men who had not yet fathered any children, population growth in the postwar Soviet Union was much lower than it otherwise would have been.",terrorism
"Once a war has ended, losing nations are sometimes required to pay war reparations to the victorious nations.",terrorism
" For example, the territory of Alsace-Lorraine has been traded between France and Germany on three different occasions.",terrorism
"Typically, war becomes intertwined with the economy and many wars are partially or entirely based on economic reasons.",terrorism
 Some economists believe war can stimulate a country's economy (high government spending for World War II is often credited with bringing the U.,terrorism
" out of the Great Depression by most Keynesian economists), but in many cases, such as the wars of Louis XIV, the Franco-Prussian War, and World War I, warfare primarily results in damage to the economy of the countries involved.",terrorism
" For example, Russia's involvement in World War I took such a toll on the Russian economy that it almost collapsed and greatly contributed to the start of the Russian Revolution of 1917.",terrorism
World War II was the most financially costly conflict in history; its belligerents cumulatively spent about a trillion U.,terrorism
The Great Depression of the 1930s ended as nations increased their production of war materials.,terrorism
"By the end of the war, 70% of European industrial infrastructure was destroyed.",terrorism
 Property damage in the Soviet Union inflicted by the Axis invasion was estimated at a value of 679 billion rubles.,terrorism
" The combined damage consisted of complete or partial destruction of 1,710 cities and towns, 70,000 villages/hamlets, 2,508 church buildings, 31,850 industrial establishments, 40,000 mi (64,374 km) of railroad, 4100 railroad stations, 40,000 hospitals, 84,000 schools, and 43,000 public libraries.",terrorism
"There are many theories about the motivations for war, but no consensus about which are most common.",terrorism
" Carl von Clausewitz said, 'Every age has its own kind of war, its own limiting conditions, and its own peculiar preconceptions.",terrorism
the inner fears of mankind are discharged in mass destruction.,terrorism
 Durban and John Bowlby have argued human beings are inherently violent.,terrorism
" This aggressiveness is fueled by displacement and projection where a person transfers his or her grievances into bias and hatred against other races, religions, nations or ideologies.",terrorism
" By this theory, the nation state preserves order in the local society while creating an outlet for aggression through warfare.",terrorism
"The Italian psychoanalyst Franco Fornari, a follower of Melanie Klein, thought war was the paranoid or projective ""elaboration"" of mourning.",terrorism
" Fornari thought war and violence develop out of our ""love need"": our wish to preserve and defend the sacred object to which we are attached, namely our early mother and our fusion with her.",terrorism
" For the adult, nations are the sacred objects that generate warfare.",terrorism
" Fornari focused upon sacrifice as the essence of war: the astonishing willingness of human beings to die for their country, to give over their bodies to their nation.",terrorism
"Despite Fornari's theory that man's altruistic desire for self-sacrifice for a noble cause is a contributing factor towards war, few wars have originated from a desire for war among the general populace.",terrorism
 Far more often the general population has been reluctantly drawn into war by its rulers.,terrorism
 One psychological theory that looks at the leaders is advanced by Maurice Walsh.,terrorism
 He argues the general populace is more neutral towards war and wars occur when leaders with a psychologically abnormal disregard for human life are placed into power.,terrorism
 War is caused by leaders who seek war such as Napoleon and Hitler.,terrorism
" Such leaders most often come to power in times of crisis when the populace opts for a decisive leader, who then leads the nation to war.",terrorism
"Naturally, the common people don't want war; neither in Russia nor in England nor in America, nor for that matter in Germany.",terrorism
" But, after all, it is the leaders of the country who determine the policy and it is always a simple matter to drag the people along, whether it is a democracy or a fascist dictatorship or a Parliament or a Communist dictatorship.",terrorism
 the people can always be brought to the bidding of the leaders.,terrorism
 All you have to do is tell them they are being attacked and denounce the pacifists for lack of patriotism and exposing the country to danger.,terrorism
Several theories concern the evolutionary origins of warfare.,terrorism
" There are two main schools: One sees organized warfare as emerging in or after the Mesolithic as a result of complex social organization and greater population density and competition over resources; the other sees human warfare as a more ancient practice derived from common animal tendencies, such as territoriality and sexual competition.",terrorism
"The latter school argues that since warlike behavior patterns are found in many primate species such as chimpanzees, as well as in many ant species, group conflict may be a general feature of animal social behavior.",terrorism
" Some proponents of the idea argue that war, while innate, has been intensified greatly by developments of technology and social organization such as weaponry and states.",terrorism
Psychologist and linguist Steven Pinker argued that war-related behaviors may have been naturally selected in the ancestral environment due to the benefits of victory.,terrorism
"  He also argued that in order to have credible deterrence against other groups (as well as on an individual level), it was important to have a reputation for retaliation, causing humans to develop instincts for revenge as well as for protecting a group's (or an individual's) reputation (""honor"").",terrorism
"Crofoot and Wrangham have argued that warfare, if defined as group interactions in which ""coalitions attempt to aggressively dominate or kill members of other groups"", is a characteristic of most human societies.",terrorism
" Those in which it has been lacking ""tend to be societies that were politically dominated by their neighbors"".",terrorism
"Ashley Montagu strongly denied universalistic instinctual arguments, arguing that social factors and childhood socialization are important in determining the nature and presence of warfare.",terrorism
" Thus, he argues, warfare is not a universal human occurrence and appears to have been a historical invention, associated with certain types of human societies.",terrorism
" Montagu's argument is supported by ethnographic research conducted in societies where the concept of aggression seems to be entirely absent, e.",terrorism
" Low has observed correlation between warfare and education, noting societies where warfare is commonplace encourage their children to be more aggressive.",terrorism
War can be seen as a growth of economic competition in a competitive international system.,terrorism
 In this view wars begin as a pursuit of markets for natural resources and for wealth.,terrorism
 War has also been linked to economic development by economic historians and development economists studying state-building and fiscal capacity.,terrorism
" While this theory has been applied to many conflicts, such counter arguments become less valid as the increasing mobility of capital and information level the distributions of wealth worldwide, or when considering that it is relative, not absolute, wealth differences that may fuel wars.",terrorism
" There are those on the extreme right of the political spectrum who provide support, fascists in particular, by asserting a natural right of a strong nation to whatever the weak cannot hold by force.",terrorism
" Some centrist, capitalist, world leaders, including Presidents of the United States and U.",terrorism
"The Marxist theory of war is quasi-economic in that it states all modern wars are caused by competition for resources and markets between great (imperialist) powers, claiming these wars are a natural result of the capitalism, particularly state-monopoly forms.",terrorism
" Part of the theory is that war will disappear once a world revolution, over-throwing capitalism and state power, has occurred.",terrorism
" Marxist economists Karl Kautsky, Rosa Luxemburg, Rudolf Hilferding and Vladimir Lenin theorized that imperialism was the result of capitalist countries needing new markets.",terrorism
 Expansion of the means of production is only possible if there is a corresponding growth in consumer demand.,terrorism
" Since the workers in a capitalist economy would be unable to fill the demand, producers must expand into non-capitalist markets to find consumers for their goods, hence driving imperialism.",terrorism
"Demographic theories can be grouped into two classes, Malthusian and youth bulge theories:
",terrorism
Malthusian theories see expanding population and scarce resources as a source of violent conflict.,terrorism
"Pope Urban II in 1095, on the eve of the First Crusade, advocating Crusade as a solution to European overpopulation, said:
",terrorism
"For this land which you now inhabit, shut in on all sides by the sea and the mountain peaks, is too narrow for your large population; it scarcely furnishes food enough for its cultivators.",terrorism
" Hence it is that you murder and devour one another, that you wage wars, and that many among you perish in civil strife.",terrorism
" Let hatred, therefore, depart from among you; let your quarrels end.",terrorism
" Enter upon the road to the Holy Sepulchre; wrest that land from a wicked race, and subject it to yourselves.",terrorism
"This is one of the earliest expressions of what has come to be called the Malthusian theory of war, in which wars are caused by expanding populations and limited resources.",terrorism
" Thomas Malthus (1766–1834) wrote that populations always increase until they are limited by war, disease, or famine.",terrorism
"The violent herder–farmer conflicts in Nigeria, Mali, Sudan and other countries in the Sahel region have been exacerbated by land degradation and population growth.",terrorism
"According to Heinsohn, who proposed youth bulge theory in its most generalized form, a youth bulge occurs when 30 to 40 percent of the males of a nation belong to the ""fighting age"" cohorts from 15 to 29 years of age.",terrorism
 It will follow periods with total fertility rates as high as 4–8 children per woman with a 15–29-year delay.,terrorism
"Heinsohn saw both past ""Christianist"" European colonialism and imperialism, as well as today's Islamist civil unrest and terrorism as results of high birth rates producing youth bulges.",terrorism
" Among prominent historical events that have been attributed to youth bulges are the role played by the historically large youth cohorts in the rebellion and revolution waves of early modern Europe, including the French Revolution of 1789, and the effect of economic depression upon the largest German youth cohorts ever in explaining the rise of Nazism in Germany in the 1930s.",terrorism
 The 1994 Rwandan genocide has also been analyzed as following a massive youth bulge.,terrorism
"Youth bulge theory has been subjected to statistical analysis by the World Bank, Population Action International, and the Berlin Institute for Population and Development.",terrorism
" Youth bulge theories have been criticized as leading to racial, gender and age discrimination.",terrorism
Rationalism is an international relations theory or framework.,terrorism
" Rationalism (and Neorealism (international relations)) operate under the assumption that states or international actors are rational, seek the best possible outcomes for themselves, and desire to avoid the costs of war.",terrorism
" Under one game theory approach, rationalist theories posit all actors can bargain, would be better off if war did not occur, and likewise seek to understand why war nonetheless reoccurs.",terrorism
" Under another rationalist game theory without bargaining, the peace war game, optimal strategies can still be found that depend upon number of iterations played.",terrorism
" In ""Rationalist Explanations for War"", James Fearon examined three rationalist explanations for why some countries engage in war:
",terrorism
"Commitment problems""Issue indivisibility"" occurs when the two parties cannot avoid war by bargaining, because the thing over which they are fighting cannot be shared between them, but only owned entirely by one side or the other.",terrorism
"""Information asymmetry with incentives to misrepresent"" occurs when two countries have secrets about their individual capabilities, and do not agree on either: who would win a war between them, or the magnitude of state's victory or loss.",terrorism
" For instance, Geoffrey Blainey argues that war is a result of miscalculation of strength.",terrorism
" He cites historical examples of war and demonstrates, ""war is usually the outcome of a diplomatic crisis which cannot be solved because both sides have conflicting estimates of their bargaining power.",terrorism
""" Thirdly, bargaining may fail due to the states' inability to make credible commitments.",terrorism
"Within the rationalist tradition, some theorists have suggested that individuals engaged in war suffer a normal level of cognitive bias, but are still ""as rational as you and me"".",terrorism
" According to philosopher Iain King, ""Most instigators of conflict overrate their chances of success, while most participants underrate their chances of injury.",terrorism
""" King asserts that ""Most catastrophic military decisions are rooted in GroupThink"" which is faulty, but still rational.",terrorism
The rationalist theory focused around bargaining is currently under debate.,terrorism
 The Iraq War proved to be an anomaly that undercuts the validity of applying rationalist theory to some wars.,terrorism
The statistical analysis of war was pioneered by Lewis Fry Richardson following World War I.,terrorism
" More recent databases of wars and armed conflict have been assembled by the Correlates of War Project, Peter Brecke and the Uppsala Conflict Data Program.",terrorism
"The following subsections consider causes of war from system, societal, and individual levels of analysis.",terrorism
" This kind of division was first proposed by Kenneth Waltz in Man, the State, and War and has been often used by political scientists since then.",terrorism
There are several different international relations theory schools.,terrorism
" Supporters of realism in international relations argue that the motivation of states is the quest for security, and conflicts can arise from the inability to distinguish defense from offense, which is called the security dilemma.",terrorism
"Within the realist school as represented by scholars such as Henry Kissinger and Hans Morgenthau, and the neorealist school represented by scholars such as Kenneth Waltz and John Mearsheimer, two main sub-theories are:
",terrorism
"Balance of power theory: States have the goal of preventing a single state from becoming a hegemon, and war is the result of the would-be hegemon's persistent attempts at power acquisition.",terrorism
" In this view, an international system with more equal distribution of power is more stable, and ""movements toward unipolarity are destabilizing.",terrorism
""" However, evidence has shown power polarity is not actually a major factor in the occurrence of wars.",terrorism
"Power transition theory: Hegemons impose stabilizing conditions on the world order, but they eventually decline, and war occurs when a declining hegemon is challenged by another rising power or aims to preemptively suppress them.",terrorism
" On this view, unlike for balance-of-power theory, wars become more probable when power is more equally distributed.",terrorism
" This ""power preponderance"" hypothesis has empirical support.",terrorism
The two theories are not mutually exclusive and may be used to explain disparate events according to the circumstance.,terrorism
"Liberalism as it relates to international relations emphasizes factors such as trade, and its role in disincentivizing conflict which will damage economic relations.",terrorism
"  Realists respond that military force may sometimes be at least as effective as trade at achieving economic benefits, especially historically if not as much today.",terrorism
" Furthermore, trade relations which result in a high level of dependency may escalate tensions and lead to conflict.",terrorism
" Empirical data on the relationship of trade to peace are mixed, and moreover, some evidence suggests countries at war don't necessarily trade less with each other.",terrorism
"Diversionary theory, also known as the ""scapegoat hypothesis"", suggests the politically powerful may use war to as a diversion or to rally domestic popular support.",terrorism
" This is supported by literature showing out-group hostility enhances in-group bonding, and a significant domestic ""rally effect"" has been demonstrated when conflicts begin.",terrorism
" However, studies examining the increased use of force as a function of need for internal political support are more mixed.",terrorism
 war-time presidential popularity surveys taken during the presidencies of several recent U.,terrorism
"These theories suggest differences in people's personalities, decision-making, emotions, belief systems, and biases are important in determining whether conflicts get out of hand.",terrorism
" For instance, it has been proposed that conflict is modulated by bounded rationality and various cognitive biases, such as prospect theory.",terrorism
The morality of war has been the subject of debate for thousands of years.,terrorism
"The two principal aspects of ethics in war, according to the just war theory, are jus ad bellum and Jus in bello.",terrorism
"Jus ad bellum (right to war), dictates which unfriendly acts and circumstances justify a proper authority in declaring war on another nation.",terrorism
" There are six main criteria for the declaration of a just war: first, any just war must be declared by a lawful authority; second, it must be a just and righteous cause, with sufficient gravity to merit large-scale violence; third, the just belligerent must have rightful intentions – namely, that they seek to advance good and curtail evil; fourth, a just belligerent must have a reasonable chance of success; fifth, the war must be a last resort; and sixth, the ends being sought must be proportional to means being used.",terrorism
"Jus in bello (right in war), is the set of ethical rules when conducting war.",terrorism
 The two main principles are proportionality and discrimination.,terrorism
 Proportionality regards how much force is necessary and morally appropriate to the ends being sought and the injustice suffered.,terrorism
" The principle of discrimination determines who are the legitimate targets in a war, and specifically makes a separation between combatants, who it is permissible to kill, and non-combatants, who it is not.",terrorism
 Failure to follow these rules can result in the loss of legitimacy for the just-war-belligerent.,terrorism
 The just war theory was foundational in the creation of the United Nations and in International Law's regulations on legitimate war.,terrorism
"Fascism, and the ideals it encompasses, such as Pragmatism, racism, and social Darwinism, hold that violence is good.",terrorism
" Pragmatism holds that war and violence can be good if it serves the ends of the people, without regard for universal morality.",terrorism
" Racism holds that violence is good so that a master race can be established, or to purge an inferior race from the earth, or both.",terrorism
 Social Darwinism asserts that violence is sometimes necessary to weed the unfit from society so civilization can flourish.,terrorism
 These are broad archetypes for the general position that the ends justify the means.,terrorism
" conflict theorist and sociologist, argued conflict provides a function and a process whereby a succession of new equilibriums are created.",terrorism
" Thus, the struggle of opposing forces, rather than being disruptive, may be a means of balancing and maintaining a social structure or society.",terrorism
"Religious groups have long formally opposed or sought to limit war as in the Second Vatican Council document Gaudiem et Spes: ""Any act of war aimed indiscriminately at the destruction of entire cities of extensive areas along with their population is a crime against God and man himself.",terrorism
"""Anti-war movements have existed for every major war in the 20th century, including, most prominently, World War I, World War II, and the Vietnam War.",terrorism
" In the 21st century, worldwide anti-war movements occurred in response to the United States invasion of Afghanistan and Iraq.",terrorism
" Protests opposing the War in Afghanistan occurred in Europe, Asia, and the United States.",terrorism
"The Mexican Drug War, with estimated casualties of 40,000 since December 2006, has recently faced fundamental opposition.",terrorism
" In 2011, the movement for peace and justice has started a popular middle-class movement against the war.",terrorism
" It won the recognition of President Calderon, who began the war.",terrorism
"An Interactive map of all the battles fought around the world in the last 4,000 years
",terrorism
"Violence is the use of physical force so as to injure, abuse, damage, or destroy.",terrorism
" Other definitions are also used, such as the World Health Organization's definition of violence as ""the intentional use of physical force or power, threatened or actual, against oneself, another person, or against a group or community, which either results in or has a high likelihood of resulting in injury, death, psychological harm, maldevelopment, or deprivation.",terrorism
"""Internationally, violence resulted in deaths of an estimated 1.",terrorism
" Of the deaths in 2013, roughly 842,000 were attributed to self-harm (suicide), 405,000 to interpersonal violence, and 31,000 to collective violence (war) and legal intervention.",terrorism
" For each single death due to violence, there are dozens of hospitalizations, hundreds of emergency department visits, and thousands of doctors' appointments.",terrorism
" Furthermore, violence often has lifelong consequences for physical and mental health and social functioning and can slow economic and social development.",terrorism
"In 2013, of the estimated 405,000 deaths due to interpersonal violence globally, assault by firearm was the cause in 180,000 deaths, assault by sharp object was the cause in 114,000 deaths, and the remaining 110,000 deaths from other causes.",terrorism
" There is a strong relationship between levels of violence and modifiable factors in a country such as an concentrated (regional) poverty, income and gender inequality, the harmful use of alcohol, and the absence of safe, stable, and nurturing relationships between children and parents.",terrorism
" Strategies addressing the underlying causes of violence can be relatively effective in preventing violence, although mental and physical health and individual responses, personalities, etc.",terrorism
 have always been decisive factors in the formation of these behaviors.,terrorism
"The World Health Organization divides violence into three broad categories:
",terrorism
"collective violenceThis initial categorization differentiates between violence that a person inflicts upon themself, violence inflicted by another individual or by a small group of individuals, and violence inflicted by larger groups such as states, organized political groups, militia groups and terrorist organizations.",terrorism
"Alternatively, violence can primarily be classified as either instrumental or reactive / hostile.",terrorism
Self-directed violence is subdivided into suicidal behaviour and self-abuse.,terrorism
" The former includes suicidal thoughts, attempted suicides—also called para suicide or deliberate self-injury in some countries—and completed suicides.",terrorism
" Self-abuse, in contrast, includes acts such as self-mutilation.",terrorism
"Unlike the other two broad categories, the subcategories of collective violence suggest possible motives for violence committed by larger groups of individuals or by states.",terrorism
" Collective violence that is committed to advance a particular social agenda includes, for example, crimes of hate committed by organized groups, terrorist acts and mob violence.",terrorism
" Political violence includes war and related violent conflicts, state violence and similar acts carried out by larger groups.",terrorism
" Economic violence includes attacks by larger groups motivated by economic gain—such as attacks carried out with the purpose of disrupting economic activity, denying access to essential services, or creating economic division and fragmentation.",terrorism
" Clearly, acts committed by larger groups can have multiple motives.",terrorism
"War is a state of prolonged violent large-scale conflict involving two or more groups of people, usually under the auspices of government.",terrorism
"War is fought as a means of resolving territorial and other conflicts, as war of aggression to conquer territory or loot resources, in national self-defence or liberation, or to suppress attempts of part of the nation to secede from it.",terrorism
" There are also ideological, religious and revolutionary wars.",terrorism
Since the Industrial Revolution the lethality of modern warfare has grown.,terrorism
 World War I casualties were over 40 million and World War II casualties were over 70 million.,terrorism
"Interpersonal violence is divided into two subcategories: Family and intimate partner violence—that is, violence largely between family members and intimate partners, usually, though not exclusively, taking place in the home.",terrorism
" Community violence—violence between individuals who are unrelated, and who may or may not know each other, generally taking place outside the home.",terrorism
" The former group includes forms of violence such as child abuse, intimate partner violence and abuse of the elderly.",terrorism
" The latter includes youth violence, random acts of violence, rape or sexual assault by strangers, and violence in institutional settings such as schools, workplaces, prisons and nursing homes.",terrorism
" When interpersonal violence occurs in families, its psychological consequences can affect parents, children, and their relationship in the short- and long-terms.",terrorism
Child maltreatment is the abuse and neglect that occurs to children under 18 years of age.,terrorism
" It includes all types of physical and/or emotional ill-treatment, sexual abuse, neglect, negligence and commercial or other child exploitation, which results in actual or potential harm to the child's health, survival, development or dignity in the context of a relationship of responsibility, trust, or power.",terrorism
 Exposure to intimate partner violence is also sometimes included as a form of child maltreatment.,terrorism
"Child maltreatment is a global problem with serious lifelong consequences, which is, however, complex and difficult to study.",terrorism
There are no reliable global estimates for the prevalence of child maltreatment.,terrorism
" Data for many countries, especially low- and middle-income countries, are lacking.",terrorism
 Current estimates vary widely depending on the country and the method of research used.,terrorism
" Approximately 20% of women and 5–10% of men report being sexually abused as children, while 25–50% of all children report being physically abused.",terrorism
"Consequences of child maltreatment include impaired lifelong physical and mental health, and social and occupational functioning (e.",terrorism
 These can ultimately slow a country's economic and social development.,terrorism
 Preventing child maltreatment before it starts is possible and requires a multisectoral approach.,terrorism
 Effective prevention programmes support parents and teach positive parenting skills.,terrorism
 Ongoing care of children and families can reduce the risk of maltreatment reoccurring and can minimize its consequences.,terrorism
"Following the World Health Organization, youth are defined as people between the ages of 10 and 29 years.",terrorism
" Youth violence refers to violence occurring between youths, and includes acts that range from bullying and physical fighting, through more severe sexual and physical assault to homicide.",terrorism
"Worldwide some 250,000 homicides occur among youth 10–29 years of age each year, which is 41% of the total number of homicides globally each year (""Global Burden of Disease"", World Health Organization, 2008).",terrorism
" For each young person killed, 20–40 more sustain injuries requiring hospital treatment.",terrorism
" Youth violence has a serious, often lifelong, impact on a person's psychological and social functioning.",terrorism
" Youth violence greatly increases the costs of health, welfare and criminal justice services; reduces productivity; decreases the value of property; and generally undermines the fabric of society.",terrorism
"Prevention programmes shown to be effective or to have promise in reducing youth violence include life skills and social development programmes designed to help children and adolescents manage anger, resolve conflict, and develop the necessary social skills to solve problems; schools-based anti-bullying prevention programmes; and programmes to reduce access to alcohol, illegal drugs and guns.",terrorism
" Also, given significant neighbourhood effects on youth violence, interventions involving relocating families to less poor environments have shown promising results.",terrorism
" Similarly, urban renewal projects such as business improvement districts have shown a reduction in youth violence.",terrorism
"Different types of youth on youth violence include witnessing or being involved in physical, emotional and sexual abuse (e.",terrorism
" physical attacks, bullying, rape), and violent acts like gang shootings and robberies.",terrorism
" According to researchers in 2018, ""More than half of children and adolescents living in cities have experienced some form of community violence.",terrorism
""" The violence ""can also all take place under one roof, or in a given community or neighborhood and can happen at the same time or at different stages of life.",terrorism
""" Youth violence has immediate and long term adverse impact whether the individual was the recipient of the violence or a witness to it.",terrorism
"Youth violence impacts individuals, their families, and society.",terrorism
" Victims can have lifelong injuries which means ongoing doctor and hospital visits, the cost of which quickly add up.",terrorism
" Since the victims of youth-on-youth violence may not be able to attend school or work because of their physical and/or mental injuries, it is often up to their family members to take care of them, including paying their daily living expenses and medical bills.",terrorism
 Their caretakers may have to give up their jobs or work reduced hours to provide help to the victim of violence.,terrorism
 This causes a further burden on society because the victim and maybe even their caretakers have to obtain government assistance to help pay their bills.,terrorism
 Recent research has found that psychological trauma during childhood can change a child's brain.,terrorism
" ""Trauma is known to physically affect the brain and the body which causes anxiety, rage, and the ability to concentrate.",terrorism
" They can also have problems remembering, trusting, and forming relationships.",terrorism
""" Since the brain becomes used to violence it may stay continually in an alert state (similar to being stuck in the fight or flight mode).",terrorism
" ""Researchers claim that the youth who are exposed to violence may have emotional, social, and cognitive problems.",terrorism
" They may have trouble controlling emotions, paying attention in school, withdraw from friends, or show signs of post-traumatic stress disorder"".",terrorism
It is important for youth exposed to violence to understand how their bodies may react so they can take positive steps to counteract any possible short- and long-term negative effects (e.,terrorism
", poor concentration, feelings of depression, heightened levels of anxiety).",terrorism
" By taking immediate steps to mitigate the effects of the trauma they've experienced, negative repercussions can be reduced or eliminated.",terrorism
" As an initial step, the youths need to understand why they may be feeling a certain way and to understand how the violence they have experienced may be causing negative feelings and making them behave differently.",terrorism
" Pursuing a greater awareness of their feelings, perceptions, and negative emotions is the first step that should be taken as part of recovering from the trauma they have experienced.",terrorism
 “Neuroscience research shows that the only way we can change the way we feel is by becoming aware of our inner experience and learning to befriend what is going on inside ourselves”.,terrorism
"Some of the ways to combat the adverse effects of exposure to youth violence would be to try various mindfulness and movement activities, deep breathing exercises and other actions that enable youths to release their pent up emotions.",terrorism
" Using these techniques will teach body awareness, reduce anxiety and nervousness, and reduce feelings of anger and annoyance.",terrorism
 Over time these types of activities will help these younger victims of violence to have greater control over their feelings and behaviors and avoid unhealthy ways of coping.,terrorism
 Another way to help trauma victims of youth violence is through the arts.,terrorism
" This can be accomplished by giving them the opportunity to engage in drawing, painting, music, and singing which will give them an outlet to express themselves and their emotions in a positive way.",terrorism
Youth who have experienced violence benefit from having a close relationship with one or more people.,terrorism
 This is important because the trauma victims need to have people who are safe and trustworthy that they can relate and talk to about their horrible experiences.,terrorism
 Some youth do not have adult figures at home or someone they can count on for guidance and comfort.,terrorism
 Schools in bad neighborhoods where youth violence is prevalent should assign counselors to each student so that they receive regular guidance.,terrorism
" In addition to counseling/therapy sessions and programs, it has been recommended that schools offer mentoring programs where students can interact with adults who can be a positive influence on them.",terrorism
 Another way is to create more neighborhood programs to ensure that each child has a positive and stable place to go when school in not in session.,terrorism
 Many children have benefited from formal organizations now which aim to help mentor and provide a safe environment for the youth especially those living in neighborhoods with higher rates of violence.,terrorism
" This includes organizations such as Becoming a Man, CeaseFire Illinois, Chicago Area Project, Little Black Pearl, and Rainbow House"".",terrorism
" These programs are designed to help give the youth a safe place to go, stop the violence from occurring, offering counseling and mentoring to help stop the cycle of violence.",terrorism
" If the youth do not have a safe place to go after school hours they will likely get into trouble, receive poor grades, drop out of school and use drugs and alcohol.",terrorism
 The gangs look for youth who do not have positive influences in their life and need protection.,terrorism
 This is why these programs are so important for the youth to have a safe environment rather than resorting to the streets.,terrorism
"Intimate partner violence refers to behaviour in an intimate relationship that causes physical, sexual or psychological harm, including physical aggression, sexual coercion, psychological abuse and controlling behaviours.",terrorism
Population-level surveys based on reports from victims provide the most accurate estimates of the prevalence of intimate partner violence and sexual violence in non-conflict settings.,terrorism
" A study conducted by WHO in 10 mainly developing countries found that, among women aged 15 to 49 years, between 15% (Japan) and 70% (Ethiopia and Peru) of women reported physical and/or sexual violence by an intimate partner.",terrorism
"Intimate partner and sexual violence have serious short- and long-term physical, mental, sexual and reproductive health problems for victims and for their children, and lead to high social and economic costs.",terrorism
" These include both fatal and non-fatal injuries, depression and post-traumatic stress disorder, unintended pregnancies, sexually transmitted infections, including HIV.",terrorism
"Factors associated with the perpetration and experiencing of intimate partner violence are low levels of education, history of violence as a perpetrator, a victim or a witness of parental violence, harmful use of alcohol, attitudes that are accepting of violence as well as marital discord and dissatisfaction.",terrorism
" Factors associated only with perpetration of intimate partner violence are having multiple partners, and antisocial personality disorder.",terrorism
"A recent theory named ""The Criminal Spin"" suggests a mutual flywheel effect between partners that is manifested by an escalation in the violence.",terrorism
" A violent spin may occur in any other forms of violence, but in Intimate partner violence the added value is the mutual spin, based on the unique situation and characteristics of intimate relationship.",terrorism
The primary prevention strategy with the best evidence for effectiveness for intimate partner violence is school-based programming for adolescents to prevent violence within dating relationships.,terrorism
" Evidence is emerging for the effectiveness of several other primary prevention strategies—those that: combine microfinance with gender equality training; promote communication and relationship skills within communities; reduce access to, and the harmful use of alcohol; and change cultural gender norms.",terrorism
"Sexual violence is any sexual act, attempt to obtain a sexual act, unwanted sexual comments or advances, or acts to traffic, or otherwise directed against a person's sexuality using coercion, by any person regardless of their relationship to the victim, in any setting.",terrorism
" It includes rape, defined as the physically forced or otherwise coerced penetration of the vulva or anus with a penis, other body part or object.",terrorism
Population-level surveys based on reports from victims estimate that between 0.,terrorism
" Sexual violence has serious short- and long-term consequences on physical, mental, sexual and reproductive health for victims and for their children as described in the section on intimate partner violence.",terrorism
" If perpetrated during childhood, sexual violence can lead to increased smoking, drug and alcohol misuse, and risky sexual behaviors in later life.",terrorism
 It is also associated with perpetration of violence and being a victim of violence.,terrorism
Many of the risk factors for sexual violence are the same as for domestic violence.,terrorism
" Risk factors specific to sexual violence perpetration include beliefs in family honor and sexual purity, ideologies of male sexual entitlement and weak legal sanctions for sexual violence.",terrorism
Few interventions to prevent sexual violence have been demonstrated to be effective.,terrorism
" School-based programmes to prevent child sexual abuse by teaching children to recognize and avoid potentially sexually abusive situations are run in many parts of the world and appear promising, but require further research.",terrorism
" To achieve lasting change, it is important to enact legislation and develop policies that protect women; address discrimination against women and promote gender equality; and help to move the culture away from violence.",terrorism
"Elder maltreatment is a single or repeated act, or lack of appropriate action, occurring within any relationship where there is an expectation of trust which causes harm or distress to an older person.",terrorism
" This type of violence constitutes a violation of human rights and includes physical, sexual, psychological, emotional; financial and material abuse; abandonment; neglect; and serious loss of dignity and respect.",terrorism
"While there is little information regarding the extent of maltreatment in elderly populations, especially in developing countries, it is estimated that 4–6% of elderly people in high-income countries have experienced some form of maltreatment at home However, older people are often afraid to report cases of maltreatment to family, friends, or to the authorities.",terrorism
" Data on the extent of the problem in institutions such as hospitals, nursing homes and other long-term care facilities are scarce.",terrorism
 Elder maltreatment can lead to serious physical injuries and long-term psychological consequences.,terrorism
 Elder maltreatment is predicted to increase as many countries are experiencing rapidly ageing populations.,terrorism
